LeadingDigit
not five
not five
not five
not five
not five
not five
not five
not five
not five
not five
not five
not five
not five
not five
not five
not five
not five
not five
not five
not five
not five
not five
not five
not five
not five
five
not five
not five
not five
not five
not five
not five
not five
not five
not five
not five
not five
not five
not five
not five
not five
not five
not five
not five
not five
not five
not five
not five
not five
not five
not five
not five
not five
five
not five
not five
not five
not five
not five
not five
not five
five
not five
not five
not five
not five
not five
not five
not five
not five
five
not five
not five
not five
not five
not five
not five
not five
not five
not five
not five
not five
not five
not five
not five
not five
not five
not five
not five
not five
not five
not five
not five
not five
not five
not five
not five
not five
not five
not five
not five
not five
not five
not five
not five
not five
not five
not five
not five
not five
not five
not five
not five
not five
not five
not five
not five
not five
not five
not five
not five
not five
five
not five
not five
not five
not five
not five
not five
five
not five
five
not five
not five
not five
not five
not five
not five
not five
not five
not five
not five
not five
not five
not five
not five
not five
not five
not five
not five
not five
not five
not five
not five
not five
not five
not five
not five
not five
not five
not five
five
five
not five
not five
not five
not five
five
five
not five
five
not five
not five
not five
not five
not five
not five
not five
not five
not five
not five
not five
not five
not five
not five
not five
not five
five
not five
not five
not five
not five
not five
not five
not five
not five
not five
not five
not five
not five
not five
not five
not five
not five
not five
not five
not five
not five
not five
not five
not five
not five
five
not five
not five
not five
not five
not five
not five
not five
not five
not five
not five
not five
not five
not five
not five
not five
not five
five
not five
not five
five
not five
not five
not five
not five
not five
not five
not five
not five
not five
five
not five
not five
not five
not five
not five
five
not five
not five
five
not five
not five
not five
not five
not five
not five
not five
not five
not five
not five
not five
not five
not five
not five
not five
not five
not five
not five
not five
not five
not five
not five
not five
five
not five
not five
not five
five
not five
five
not five
five
not five
not five
not five
not five
five
not five
not five
not five
not five
not five
not five
not five
not five
not five
not five
not five
not five
not five
not five
not five
five
not five
not five
not five
not five
not five
five
not five
five
not five
five
not five
not five
not five
not five
not five
not five
not five
five
not five
not five
